,user_location,date,text,hashtags,keyword,LABEL
89,New Delhi,2022-03-06 06:44:30+00:00,A picture is worth a thousand words! When the #city #floods nothing will matter! #ClimateCrisis #flooding #disasters https://t.co/uTV4I5YJGp,"['city', 'floods', 'ClimateCrisis', 'flooding', 'disasters']",floods,1.0
90,دولة الإمارات العربية المتحدة,2022-03-06 04:53:21+00:00,"#Sydney faces more rain as death toll from Australian #floods rises 
https://t.co/TTtcWdoFoT 
#Sharjah24 https://t.co/637mh6VCe9","['Sydney', 'floods', 'Sharjah24']",floods,1.0
91,Islamabad,2022-03-05 09:02:20+00:00,"#NewsUpdate 

#NSW Queensland #floods: #Queensland's flood #deathtoll rises to 11 after #woman's body found 
#pakustv #NYC #severeweather #ClimateEmergency #SydneyStorm #NSWFloods #Australia 
https://t.co/xeNf5eMffA","['NewsUpdate', 'NSW', 'floods', 'Queensland', 'deathtoll', 'woman']",floods,0.0
92,"Goa, India",2022-03-04 10:47:04+00:00,"7/n Average mortality from #floods, storms &amp; droughts is nine times higher in countries &amp; regions ranked as highly vulnerable such as #India. 🇮🇳🌏🌊🌪️🌀📈
#ClimateReport #IPCC #IPCCReport #ClimateAction",['floods'],floods,0.0
93,Earth,2022-03-04 02:55:49+00:00,"#disaster #agency #chief should be #Sacked, #Labor says, after #CALL for #flooded #homes not to be rebuilt
#floods https://t.co/ICtOxUOkcJ","['disaster', 'agency', 'chief', 'Sacked', 'Labor', 'CALL', 'flooded', 'homes', 'floods']",floods,0.0
94,India,2022-03-03 13:15:00+00:00,"#australianfloods - Tens of thousands of people were ordered to leave their homes on March 1, and many more had been warned to prepare to flee as parts of #Australia's southeast coast were barraged by the worst flooding in decades.

#climatechange #floods https://t.co/0lhTbq6Zvs",['australianfloods'],floods,1.0
95,Earth,2022-03-03 09:37:27+00:00,"Up to 500,000 #residents of #Sydney, #Australia, have been advised to #evacuate their #homes as the #region experiences #Severe #flooding and #high #winds.
#queenslandfloods
#floods https://t.co/DBHKSn3Lww","['residents', 'Sydney', 'Australia', 'evacuate', 'homes', 'region']",floods,1.0
96,Earth,2022-03-03 07:41:33+00:00,"About half a million #people in the #Sydney area told to #evacuate or prepare to #FLEE #floodwaters as torrential #rain hit an extraordinarily long stretch of #Australia's east #coast.
#floods https://t.co/XGWr6kIMtm","['people', 'Sydney', 'evacuate', 'FLEE', 'floodwaters']",floods,1.0
97,Lahore,2022-03-03 07:00:31+00:00,"We are afraid of #floods BUT
west enjoys 😨 https://t.co/d6XyYVUs1L",['floods'],floods,0.0
98,"New Delhi, India",2022-03-03 05:26:34+00:00,"#HighLevelCommittee under the Chairmanship of the Union Home Minister @AmitShah, has approved additional Central assistance under the #NationalDisasterResponseFund to five States and one Union Territory, which were affected by #floods/ #landslides during 2021.",['HighLevelCommittee'],floods,0.0
99,Earth,2022-03-03 02:40:23+00:00,"#Editorial | Other doomsday: #climate change is just as much of a #Threat 

Climate change is a direct result of #Human #Activity, accelerating. #Consequences now unavoidable

It will plunge #Billions into food insecurity, storms, fires, #Heat #WAVES, #floods, more

#IPCCReport https://t.co/xPTvgKp6ns","['Editorial', 'climate', 'Threat']",floods,0.0
100,India,2022-03-02 15:30:01+00:00,41-yo Vinod Pallathu has rescued around 10 people from drowning in the #Periyar river. He also helped #save over 300 people stuck in the 2014 and 2018 #floods and is enlisted as a citizen warden with the Perumbavoor fire and #rescue services unit. Keep up the excellent work! https://t.co/a2QFyM8sob,"['Periyar', 'save']",floods,0.0
101,India,2022-03-02 15:29:28+00:00,"The country’s third-most populous #city #Brisbane was inundated with #water #Monday following #heavyrains and #flooding which killed eight people.

#Australia #AustraliaDecides #AustraliaFloods #floods https://t.co/9rWj1IHx8S","['city', 'Brisbane', 'water', 'Monday', 'heavyrains']",floods,1.0
102,India,2022-03-02 15:25:33+00:00,"Freak #floods #SMASH Australia's east coast killing eight people.

#Australia #AustraliaDecides 
#AustraliaFloods #Bridgerton https://t.co/cZL12jj3ij","['floods', 'SMASH', 'Australia', 'AustraliaDecides', 'AustraliaFloods']",floods,1.0
103,Srinagar,2022-03-02 14:39:25+00:00,"The Indus Post Bulletin, 02 March 2022

https://t.co/0WwxfDKjWS

#RoundTheWorld #Theindusposbulletin #Kashmir #Schools #Education #SchoolLife #Bandipora #Ukraine #Kharkiv #Sydney #Floods #NaturalDisasters #China #UkraineEvacuation #CRPF #JKPolice #WeatherUpdate https://t.co/F2Jy1IeDVs","['RoundTheWorld', 'Theindusposbulletin', 'Kashmir']",floods,0.0
104,"Amritsar, India",2022-03-02 14:11:55+00:00,Melbourne's Sikh community assist in NSW flood zone #sikhs #news #floods #melbourne #nswflood #australia #australiafloods https://t.co/DsTfvG8Npl,"['sikhs', 'news', 'floods', 'melbourne', 'nswflood', 'australia']",floods,0.0
105,India,2022-03-02 14:06:31+00:00,"#IPCCReport predicts that #floods, humidity and heat waves are going to cause havoc in #Urban areas. 

What should your city do to prepare itself against #ClimateCrisis ? 

Find out with us as we talk to @AnjalPrakash on the #IPCCReport special #policyparcharcha tonight at 9:30PM https://t.co/XDcUy2QoFV","['IPCCReport', 'floods', 'Urban']",floods,0.0
106,Srinagar,2022-03-02 13:51:08+00:00,"Round The World with The Indus Post
https://t.co/aIvhZNPulG

#RoundTheWorld #TheIndusPost #TheDailyTip  #Kashmir #Schools #Education #SchoolLife #Bandipora #Ukraine #Elections #ArvindKejriwal #KeralaHC #Russia #Kharkiv #Sydney #Floods #NaturalDisasters #China #UkraineEvacuation https://t.co/Y0dnepj4pS","['RoundTheWorld', 'TheIndusPost', 'TheDailyTip', 'Kashmir']",floods,0.0
107,"Patna, Bihar, India ",2022-03-02 12:27:47+00:00,"According to IPCC, Half the world is facing #water scarcity, #floods &amp; #drought.
Need large investment &amp; strict policy to bring down🌡️below 1.5 degree Cen.⚠️
Had wonderful session, organised by @IPCC_CH  by team of @WRIClimate , @CEEWIndia, @UNEP and 
@JamwalNidhi
#ClimateAction https://t.co/OpDwcvJweF","['water', 'floods', 'drought']",floods,0.0
108,India,2022-03-02 09:55:31+00:00,"Abaan Habib was distraught to see #Srinagar city lashed by a massive #floods in 2014. Having no access to any #disaster aid, he saw his own people in immense pain and helplessness.

https://t.co/uZtuUWIOb5","['Srinagar', 'floods']",floods,0.0
109,"Jammu, India",2022-03-02 09:40:40+00:00,"India, Pakistan hold crucial water sharing talks in Islamabad
#india #pakistan #Islamabad #storm #drainage #floods #jkchannel #jkchanneltv https://t.co/Abxtsn1MsK","['india', 'pakistan', 'Islamabad', 'storm', 'drainage', 'floods']",floods,0.0
110,New Delhi,2022-03-02 06:20:20+00:00,"IPCC 6th assessment report reveals some alarming facts under different scenarios.

#IPCCReport
#climatechange
#waterconservation
#floods
#foodsafety
#india
#environment
#GlobalWarming
#carbonemissions https://t.co/2VRzbRWFKt","['IPCCReport', 'climatechange']",floods,0.0
111,Islamabad,2022-03-01 19:18:52+00:00,"#NewsUpdate 

#NSWFlood: #Ballina braces for #flooding as #weather bomb heads for #Sydney 
#pakustv #NYC #severeweather #ClimateEmergency #rains #SydneyStorm #floods #Australia 
https://t.co/T03CI8PBRP","['NewsUpdate', 'NSWFlood', 'Ballina', 'flooding', 'weather', 'Sydney', 'pakustv', 'NYC']",floods,1.0
112,Earth,2022-03-01 16:31:55+00:00,"#record-#BREAKING #floods in #Australia  leave #residents and #horses #Trapped on #Bridge overnight
#floods https://t.co/SlVZTdj0ih","['record', 'BREAKING', 'floods', 'Australia', 'residents', 'horses', 'Trapped', 'Bridge', 'floods']",floods,1.0
113,"Dhaka, Bangladesh",2022-03-01 16:25:01+00:00,"Nine people have died and more than a thousand people have been rescued
#Australia #floods 
 https://t.co/glRCYOk4hS","['Australia', 'floods']",floods,1.0
114,India,2022-03-01 14:23:01+00:00,"Tafrishaala Prime Time

https://t.co/NtKG77n4UW

https://t.co/P0EvlvgSoO

#Missile #Ukraine #Russia #Zelensky #Kharkiv #Syria #blaze #Shoppingcentre #Honduras #mining #Australia #floods #evacuation #Budapest #Indianstudents #hardeepsinghpuri #tafrishaala #primetime #worldnews https://t.co/ulEAwFurs2","['Missile', 'Ukraine', 'Russia', 'Zelensky']",floods,0.0
115,India,2022-03-01 13:45:00+00:00,"The recent #Floods in #Australia have been the worst in a decade, with thousands fleeing from the southeast coast. #ClimateChange has been a major contributor to the disaster, says #IPCC report.

Photostory: https://t.co/SgYJDODTNo

📸: Peter W; Patrick H/Getty Images https://t.co/dL1Kdx5Xip","['Floods', 'Australia']",floods,0.0
116,India,2022-03-01 11:29:00+00:00,"Climate catastrophe: 35 mn Indians may face flooding by 2050, Mumbaikars at high risk

#ClimateChange #Floods #Environment 

https://t.co/iS43FWcfi7","['ClimateChange', 'Floods']",floods,0.0
117,Earth,2022-03-01 06:52:13+00:00,"Tens of thousands of #people have been ordered to #evacuate their #homes and many more have been told to prepare to flee as parts of #Australia #southeast #coast are inundated by the #WORST #flooding in #decades. The flooding has claimed at least nine #lives.
#floods #Australia https://t.co/AfDXGk99EB","['people', 'evacuate', 'homes']",floods,1.0
118,Punjab,2022-03-01 06:50:28+00:00,"Australia facing more floods, droughts due to global warming

#Australia #Floods #Droughts #GlobalWarming #YesPunjab

https://t.co/KRKSm4q0xc","['Australia', 'Floods', 'Droughts', 'GlobalWarming']",floods,0.0
119,"New Delhi, India",2022-03-01 04:33:58+00:00,Australian authorities order thousands of people to flee as deadly #floods spread https://t.co/5LiQ5pMSPl,['floods'],floods,1.0
120,Earth,2022-03-01 04:18:17+00:00,"""The #evidence is everywhere, #burning #forests in #Argentina, #massive #floods in #Bangladesh, #drought in #Spain. The impacts of #climate change are here, and they're getting #worse,"" @WmBrangham #Reports.

#Environnement 
#ClimateCrisis #ClimateReport #ClimateActionNow https://t.co/AbxQtxT1j2","['evidence', 'burning', 'forests', 'Argentina', 'massive', 'floods', 'Bangladesh', 'drought', 'Spain']",floods,0.0
121,Earth,2022-02-28 19:50:58+00:00,"#Map shows how #NewYork, #Dhaka and #Rotterdam are at #risk of coastal #floods.
A new #UN #Report said the number of #people living in low-lying #coastal regions could #increase to above one billion by 2050 https://t.co/Obp7UEzy7M","['Map', 'NewYork', 'Dhaka', 'Rotterdam', 'risk', 'floods', 'UN', 'Report']",floods,0.0
122,Kingdom of Bahrain,2022-02-28 17:15:49+00:00,"#IPCC Report: Ecosystem collapse, #species extinction, deadly heatwaves, and #floods are among the ""unavoidable multiple climate hazards” the world will face over the next two decades due to global warming. 
https://t.co/o4W18dqcXg","['IPCC', 'species', 'floods']",floods,0.0
123,New Delhi,2022-02-28 15:06:40+00:00,"Next, we go to Karnataka’s Kodagu district, which witnessed massive #floods. Inaccurate forecasting data only makes the problem worse. To enable flood-preparedness, a website and app, Our River Our Life, were launched to monitor the health of rivers.

https://t.co/wUgwXC8PTD",['floods'],floods,0.0
124,India,2022-02-28 12:21:31+00:00,"Tafrishaala Prime Time

https://t.co/NtKG77n4UW

https://t.co/KPAchHKxg8

#Ukraine #ceasefire #Russia #UkraineRussiaWar #Belarus #Australia #floods #ClimateChange #BankofRussia #interest #rouble #SouthKorea #COVID19 #India #Roads #Karnataka #tafrishaala #primetime #worldnews https://t.co/Z5viZ4jr56","['Ukraine', 'ceasefire', 'Russia']",floods,0.0
125,Karachi  - Pakistan ,2022-03-08 14:20:26+00:00,"#Quran : 

No #disaster #strikes upon the #earth or among yourselves except that it is in a #register before We bring it into being - #indeed that, for #Allah, is #easy .

57:22

#Islam
#Muslim
#Muslims","['Quran', 'disaster', 'strikes', 'earth', 'register']",disaster,0.0
126,"Dhaka, Bangladesh",2022-03-08 12:38:00+00:00,"Tens of thousands of Sydney residents have been told to evacuate their homes 

#flood #Australia  #disaster 
https://t.co/kWx3qVupxD","['flood', 'Australia', 'disaster']",disaster,1.0
127,"Mumbai, India",2022-03-08 11:19:16+00:00,20 killed as deadly floods continue to lash Australia #killed #deadly #floods #Australia #disaster #emergency #InternationalNews #globalnews #worldnews https://t.co/fGZtyZr45h,"['killed', 'deadly', 'floods', 'Australia', 'disaster', 'emergency']",disaster,1.0
128,New Delhi-110029,2022-03-07 23:05:00+00:00,#Disaster Preparation (After) #Thunderstorms/ #Duststorms/ #Squall Do's and Don'ts. https://t.co/9oyhOWULut,"['Disaster', 'Thunderstorms', 'Duststorms', 'Squall']",disaster,0.0
129,New Delhi-110029,2022-03-07 22:33:00+00:00,#Disaster Preparation (During) #Thunderstorms/ #Duststorms/ #Squall Do's and Don'ts. https://t.co/UMTzjyFfjH,"['Disaster', 'Thunderstorms', 'Duststorms', 'Squall']",disaster,0.0
130,"Cox's Bazar, Bangladesh",2022-03-07 17:23:35+00:00,We @NRC_Norway #Bangladesh #CoxsBazar office are there with Local #Government of 🇧🇩 to organise a meaningful celebration of National #Disaster Preparedness Day.#humanitarian agencies who mostly do disaster preparedness &amp; response works with community organizing events together. https://t.co/YFl0Cpb69n,"['Bangladesh', 'CoxsBazar', 'Government']",disaster,0.0
131,Karachi  - Pakistan ,2022-03-07 14:20:50+00:00,"#Quran : 

No #disaster #strikes upon the #earth or among yourselves except that it is in a #register before We bring it into being - #indeed that, for #Allah, is #easy .

57:22

#Islam
#Muslim
#Muslims","['Quran', 'disaster', 'strikes', 'earth', 'register']",disaster,0.0
132,India,2022-03-07 11:15:40+00:00,Mood when July market crash destroys your business #amazon #julymarketcrash #disaster https://t.co/18ziRhnQWj,"['amazon', 'julymarketcrash', 'disaster']",disaster,0.0
133,New Delhi,2022-03-06 15:52:58+00:00,"See the devastation power of a #landslide at a jade mine in #Myanmar . Result of this #landslide , at least 172 miners were killed, at least 100 were missing, and 54 people were injured at the jade mining site.
#Disaster #management #DRR #capacity #Building #Safety #zone4solution https://t.co/OTb0v2kSWL","['landslide', 'Myanmar', 'landslide']",disaster,1.0
134,Karachi  - Pakistan ,2022-03-06 14:20:30+00:00,"#Quran : 

No #disaster #strikes upon the #earth or among yourselves except that it is in a #register before We bring it into being - #indeed that, for #Allah, is #easy .

57:22

#Islam
#Muslim
#Muslims","['Quran', 'disaster', 'strikes', 'earth', 'register']",disaster,0.0
135,Islamabad,2022-03-06 10:40:52+00:00,"#NEWSUPDATE 

#Iowa weather: #Disaster proclamation issued after #Winterset tornado; 6 reported dead from #IowaTornadoes  
#pakustv #NYC #severeweather #ClimateEmergency #Tornado #MotherNature 
https://t.co/mClWnwKodt","['NEWSUPDATE', 'Iowa', 'Disaster', 'Winterset']",disaster,0.0
136,"New Delhi, India",2022-03-04 09:58:52+00:00,"#Ukraine after #RussianUkrainianWar is in a horrible state of #disaster Images similar to that of #SyrianWar bombarded by #russia #NATO #saynotowar 
#ukrainian #Zelensky  &amp; #russian #putin should now talk #ceasefire #humanlivesmatter stop #CollateralDamage of #ukrainian #kyiv https://t.co/GpGaQV7v9B","['Ukraine', 'RussianUkrainianWar', 'disaster', 'SyrianWar']",disaster,1.0
137,"Uttara, Dhaka, Bangladesh",2022-03-04 06:37:53+00:00,"CLIMATE DISPLACEMENT IN THE NEWS
#CLIMATE #NEWS #Himalayan #Disaster
https://t.co/Wl9PJ7xWJB","['CLIMATE', 'NEWS', 'Himalayan', 'Disaster']",disaster,1.0
138,New Delhi-110029,2022-03-04 06:03:00+00:00,"Be Aware! Be prepared! Prepare an Emergency evacuation plan well before a #disaster or some unforeseen event strikes. 

#DisasterEmergency 
#homesafety https://t.co/Ywx0waOyJt",['disaster'],disaster,1.0
139,"Chandigarh, India",2022-03-04 05:47:08+00:00,"This is seriously dangerous. #Russians bombarded #Europe’s largest #NuclearPowerPlant at #Energodar in #Ukraine. If it continues, there may be a severe #environmental #disaster. 

#ClimateCrisis #radiation
@GretaThunberg @Europarl_EN @UNEP @vanessa_vash

https://t.co/eltl8zDef9","['Russians', 'Europe', 'NuclearPowerPlant', 'Energodar', 'Ukraine']",disaster,1.0
140,New Delhi-110029,2022-03-04 05:03:00+00:00,#Disaster Tip: Always keep an #EmergencyKit ready with the essential items . https://t.co/w2MDSmUDMF,"['Disaster', 'EmergencyKit']",disaster,1.0
141,Earth,2022-03-04 02:55:49+00:00,"#disaster #agency #chief should be #Sacked, #Labor says, after #CALL for #flooded #homes not to be rebuilt
#floods https://t.co/ICtOxUOkcJ","['disaster', 'agency', 'chief', 'Sacked', 'Labor', 'CALL', 'flooded', 'homes', 'floods']",disaster,0.0
142,"West Bengal, India",2022-03-04 02:15:46+00:00,"#Preparedness ,before #disaster strikes 
#Prevention is better than cure
@AtulKarwal 
@NDRFHQ 
@SinghGurminder6 
@wbdmcd 
@sikkimgovt https://t.co/Az11o6hLlo","['Preparedness', 'disaster', 'Prevention']",disaster,0.0
143,India,2022-03-04 00:57:43+00:00,#Landslide disaster risk reduction does not end at scientific findings. State/national #disaster task force should include an advisory on type/location of human #settlements. Direct Domestic #Discharge into such slopes is main problem behind such incidents. https://t.co/KtJ6NiWXmP https://t.co/dmSa9RLb4L,"['Landslide', 'disaster']",disaster,1.0
144,New Delhi-110029,2022-03-03 22:02:00+00:00,#Disaster Preparation (After) #Thunderstorms/ #Duststorms/ #Squall Do's and Don'ts. https://t.co/yQBjaWqBM8,"['Disaster', 'Thunderstorms', 'Duststorms', 'Squall']",disaster,1.0
145,New Delhi-110029,2022-03-03 21:35:00+00:00,#Disaster Preparation (During) #Thunderstorms/ #Duststorms/ #Squall Do's and Don'ts. https://t.co/mFjea1h44W,"['Disaster', 'Thunderstorms', 'Duststorms', 'Squall']",disaster,1.0
146,"Jamshedpur, India",2022-03-03 11:15:39+00:00,"Terrible blow right in the center of Kharkov
#Ukraine #UkraineRussiaWar #Kharkov #DANGER #RussiaUkraine #disaster #UkraineWar #Russian #RussianUkrainianWar #India https://t.co/XtZqm6Tlqe","['Ukraine', 'UkraineRussiaWar', 'Kharkov', 'DANGER', 'RussiaUkraine', 'disaster']",disaster,0.0
147,Karachi  - Pakistan ,2022-03-02 14:20:36+00:00,"#Quran : 

No #disaster #strikes upon the #earth or among yourselves except that it is in a #register before We bring it into being - #indeed that, for #Allah, is #easy .

57:22

#Islam
#Muslim
#Muslims","['Quran', 'disaster', 'strikes', 'earth', 'register']",disaster,0.0
148,Chandigarh,2022-03-02 12:45:00+00:00,"National Disaster Response Force (NDRF) sends relief material to Ukraine
https://t.co/RcmlcAUpmM
#NewsOnline #COVID19 #Omicron #National #Disaster #Response #NDRF #material  #Ukraine https://t.co/w2nxnNXJOf",['NewsOnline'],disaster,1.0
149,India,2022-03-02 09:55:31+00:00,"Abaan Habib was distraught to see #Srinagar city lashed by a massive #floods in 2014. Having no access to any #disaster aid, he saw his own people in immense pain and helplessness.

https://t.co/uZtuUWIOb5","['Srinagar', 'floods']",disaster,1.0
150,"Delhi, India",2022-03-02 08:08:52+00:00,"Pakistan Visa for Afghan nationality in black market costs 600 USD.

Why they are misusing the situation?

#Disaster",['Disaster'],disaster,0.0
151,"Kathmandu, Nepal",2022-03-02 08:01:30+00:00,"Have you thought of designing projects that will empower #women &amp; #girls who are often impacted by #disaster &amp; #climatechange? 

@people_in_need design its project considering #genderequality &amp; integrates it at all levels. 

#BreakTheBias  #IWD2022 #WomensHistoryMonth https://t.co/Xeja3n34zM","['women', 'girls', 'disaster']",disaster,0.0
152,Karachi  - Pakistan ,2022-03-01 14:20:32+00:00,"#Quran : 

No #disaster #strikes upon the #earth or among yourselves except that it is in a #register before We bring it into being - #indeed that, for #Allah, is #easy .

57:22

#Islam
#Muslim
#Muslims","['Quran', 'disaster', 'strikes', 'earth', 'register']",disaster,0.0
153,"Delhi, India",2022-03-01 07:52:40+00:00,"Chapter 4 #water @IPCC_CH has valuable insights on #disaster attribution, the need for #systemic #adaptation, #LossAndDamage, local and #IndigenousPeoples knowledges.","['water', 'disaster', 'systemic', 'adaptation']",disaster,0.0
154,"New Delhi, India",2022-03-01 05:47:31+00:00,Major #disaster in India (1980-2009) https://t.co/dhBO6mW31h,['disaster'],disaster,1.0
155,New Delhi,2022-03-01 02:34:54+00:00,Fighting in #Ukraine must stop. This is a man made #disaster . World leaders you have great responsibility think...suffering of #mankind. @vikramsethi1974 @Ajayraj9595 @Athar_65 @BarkatMansuri_ @GirirajBahediya @Dkumarchandel @rubi_pathan @KremlinRussia_E @POTUS @narendramodi,"['Ukraine', 'disaster']",disaster,1.0
156,Afghanistan,2022-02-28 22:30:40+00:00,"#America made the people of Afghanistan a toy
One #sacrificed the people to drive out the #Taliban
The second time to bring the Taliban to power brought a #disaster
Although #Afghan politicians were involved, nothing could be done
The first and last cause of #murder_and_murder of","['America', 'sacrificed', 'Taliban']",disaster,0.0
157,Earth,2022-02-28 17:16:05+00:00,"#Russian #diplomat blames #NATO's #actions, #West's #silence on #Donbass for #Disaster in #Europe: https://t.co/1ZyvkPIB45","['Russian', 'diplomat', 'NATO', 'actions', 'West', 'silence', 'Donbass', 'Disaster', 'Europe']",disaster,0.0
158,Karachi  - Pakistan ,2022-02-28 14:20:43+00:00,"#Quran : 

No #disaster #strikes upon the #earth or among yourselves except that it is in a #register before We bring it into being - #indeed that, for #Allah, is #easy .

57:22

#Islam
#Muslim
#Muslims","['Quran', 'disaster', 'strikes', 'earth', 'register']",disaster,0.0
159,India,2022-02-28 13:38:34+00:00,"@antonioguterres @IPCC_CH The writing is on the wall and people worldwide are facing the #disaster of ⛈️🌀🔥🌋🌊🥵🌏🌞
https://t.co/UyR0o411O6",['disaster'],disaster,1.0
160,Delhi,2022-02-28 13:11:18+00:00,"Picking comedians as head of a country or a state, results are the same
   #Disaster 
#Ukraine
#Punjab 🤞🤞","['Disaster', 'Ukraine', 'Punjab']",disaster,0.0
161,"Mumbai, India",2022-02-28 11:03:16+00:00,"@JguJses @BchhayaB Starting the week with a talk on #Gender, #Health and #Disaster-Induced Internal #Displacement #Assam @BchhayaB @JguJses @JindalGlobalUNI @RLI_News @LondonAlumni @OPJUniversity https://t.co/fObGfuMec2","['Gender', 'Health', 'Disaster', 'Displacement']",disaster,0.0
